Transcript ID	Gene Symbol	Organism
XM_846405	CSPG5	Canis lupus
XM_699688	CSPG5	Danio rerio
XM_516428	CSPG5	Pan troglodytes
NM_006574	CSPG5	Homo sapiens
NM_001075229	CSPG5	Bos taurus
NM_013884	CSPG5	Mus musculus
NM_001166273	CSPG5	Mus musculus
NM_133652	CSPG5	Rattus norvegicus
XM_001075674	CSPG5	Rattus norvegicus
NM_019284	CSPG5	Rattus norvegicus
XM_001099981	CSPG5	Macaca mulatta
NM_204719	CSPG5	Gallus gallus
NM_172781	KLHL4	Mus musculus
XM_605260	KLHL4	Bos taurus
NM_019117	KLHL4	Homo sapiens
NM_057162	KLHL4	Homo sapiens
NM_001102957	KLHL4	Xenopus (Silurana) tropicalis
NM_001108244	KLHL4	Rattus norvegicus
XM_228462	KLHL4	Rattus norvegicus
XM_001062743	KLHL4	Rattus norvegicus
XM_549119	KLHL4	Canis lupus
XM_420250	KLHL4	Gallus gallus
XM_001500704	KLHL4	Equus caballus
XM_001236349	KLHL3	Gallus gallus
XM_414621	KLHL3	Gallus gallus
XM_001236784	KLHL3	Gallus gallus
XM_527022	KLHL3	Pan troglodytes
XM_001169870	KLHL3	Pan troglodytes
XM_001169852	KLHL3	Pan troglodytes
XM_001169820	KLHL3	Pan troglodytes
XM_001169889	KLHL3	Pan troglodytes
XM_538644	KLHL3	Canis lupus
XM_612749	KLHL3	Bos taurus
NM_017415	KLHL3	Homo sapiens
XM_001112192	KLHL3	Macaca mulatta
XM_001112155	KLHL3	Macaca mulatta
XM_001112085	KLHL3	Macaca mulatta
XM_916629	KLHL3	Mus musculus
XM_354754	KLHL3	Mus musculus
NM_001133720	KLHL3	Pongo abelii
XM_001090301	AGXT	Macaca mulatta
XM_843235	AGXT	Canis lupus
XM_850811	AGXT	Canis lupus
XM_850856	AGXT	Canis lupus
NM_001131546	AGXT	Pongo abelii
NM_030656	AGXT	Rattus norvegicus
NM_016702	AGXT	Mus musculus
NM_001006704	AGXT	Xenopus (Silurana) tropicalis
NM_213162	AGXT	Danio rerio
NM_001042566	AGXT	Felis catus
NM_001088479	AGXT	Xenopus laevis
NM_001102355	AGXT	Bos taurus
NM_001082309	AGXT	Oryctolagus cuniculus
NM_000030	AGXT	Homo sapiens
NM_001141989	GP9	Sus scrofa
NM_000174	GP9	Homo sapiens
NM_001094099	GP9	Xenopus laevis
NM_001031825	GP9	Rattus norvegicus
XM_001096174	GP9	Macaca mulatta
NM_001142313	GP9	Macaca mulatta
NM_018762	GP9	Mus musculus
XM_001140600	GP9	Pan troglodytes
XM_846924	GP9	Canis lupus
XM_869971	GP9	Bos taurus
XM_414314	GP9	Gallus gallus
NM_001081560	DMPK	Homo sapiens
NM_001081562	DMPK	Homo sapiens
NM_001081563	DMPK	Homo sapiens
NM_004409	DMPK	Homo sapiens
XM_001066025	DMPK	Rattus norvegicus
NM_001107484	DMPK	Rattus norvegicus
XM_218411	DMPK	Rattus norvegicus
XM_541551	DMPK	Canis lupus
XM_860461	DMPK	Canis lupus
XM_860442	DMPK	Canis lupus
NM_032418	DMPK	Mus musculus
XM_512759	DMPK	Pan troglodytes
XM_001153449	H19	Pan troglodytes
XM_001092315	H19	Macaca mulatta
XM_864696	HOXC6	Bos taurus
NM_001087546	HOXC6	Xenopus laevis
NM_004503	HOXC6	Homo sapiens
NM_153693	HOXC6	Homo sapiens
XM_001092459	HOXC6	Macaca mulatta
XM_001092344	HOXC6	Macaca mulatta
XM_347335	HOXC6	Rattus norvegicus
XM_345882	HOXC6	Rattus norvegicus
XM_001069410	HOXC6	Rattus norvegicus
XM_001069461	HOXC6	Rattus norvegicus
NM_010465	HOXC6	Mus musculus
NM_001009335	HOXC6	Ovis aries
XM_001096163	GSTM1	Macaca mulatta
XM_001095948	GSTM1	Macaca mulatta
XM_001095841	GSTM1	Macaca mulatta
XM_001095729	GSTM1	Macaca mulatta
XM_001096049	GSTM1	Macaca mulatta
NM_001087371	GSTM1	Xenopus laevis
NM_001004964	GSTM1	Xenopus (Silurana) tropicalis
NM_010358	GSTM1	Mus musculus
NM_000561	GSTM1	Homo sapiens
NM_146421	GSTM1	Homo sapiens
XM_001164691	GSTM1	Pan troglodytes
XM_001165054	GSTM1	Pan troglodytes
XM_001151455	GSTM1	Pan troglodytes
XM_001151137	GSTM1	Pan troglodytes
XM_001165021	GSTM1	Pan troglodytes
XM_001151331	GSTM1	Pan troglodytes
XM_001164841	GSTM1	Pan troglodytes
XM_001151204	GSTM1	Pan troglodytes
XM_001151259	GSTM1	Pan troglodytes
XM_513657	GSTM1	Pan troglodytes
XM_001164656	GSTM1	Pan troglodytes
XM_513625	GSTM1	Pan troglodytes
XM_001165159	GSTM1	Pan troglodytes
XM_001165123	GSTM1	Pan troglodytes
XM_001151394	GSTM1	Pan troglodytes
XM_001165087	GSTM1	Pan troglodytes
XM_001150930	GSTM1	Pan troglodytes
XM_001151588	GSTM1	Pan troglodytes
NM_017014	GSTM1	Rattus norvegicus
NM_001076037	KLHL7	Bos taurus
NM_001031710	KLHL7	Homo sapiens
NM_018846	KLHL7	Homo sapiens
NM_026448	KLHL7	Mus musculus
NM_001161800	KLHL7	Mus musculus
XM_001155436	KLHL7	Pan troglodytes
XM_527686	KLHL7	Pan troglodytes
XM_001155309	KLHL7	Pan troglodytes
XM_001101508	KLHL7	Macaca mulatta
XM_001101321	KLHL7	Macaca mulatta
XM_001101595	KLHL7	Macaca mulatta
NM_001012857	KLHL7	Gallus gallus
XM_001498016	KLHL7	Equus caballus
XM_858043	KLHL7	Canis lupus
XM_532490	KLHL7	Canis lupus
NM_001091436	KLHL7	Xenopus laevis
NM_001012187	KLHL7	Rattus norvegicus
NM_001004916	KLHL7	Xenopus (Silurana) tropicalis
XM_843456	HOXC8	Canis lupus
XM_851265	HOXC8	Canis lupus
NM_010466	HOXC8	Mus musculus
NM_001127798	HOXC8	Xenopus laevis
NM_001006786	HOXC8	Xenopus (Silurana) tropicalis
NM_022658	HOXC8	Homo sapiens
XM_001236169	HOXC8	Gallus gallus
NM_204893	HOXC8	Gallus gallus
NM_025902	CISD2	Mus musculus
XM_001077768	CISD2	Rattus norvegicus
XM_215704	CISD2	Rattus norvegicus
NM_001080338	CISD2	Bos taurus
NM_001093664	CISD2	Xenopus laevis
NM_001140897	CISD2	Salmo salar
NM_001011479	CISD2	Xenopus (Silurana) tropicalis
XM_420668	CISD2	Gallus gallus
XM_847482	CISD2	Canis lupus
NM_001008388	CISD2	Homo sapiens
XM_001098061	LPA	Macaca mulatta
NM_001093048	LPA	Xenopus laevis
NM_005577	LPA	Homo sapiens
NM_021469	DYSF	Mus musculus
NM_001077694	DYSF	Mus musculus
NM_001107869	DYSF	Rattus norvegicus
XM_232123	DYSF	Rattus norvegicus
XM_001069038	DYSF	Rattus norvegicus
XM_540237	DYSF	Canis lupus
NM_001102490	DYSF	Bos taurus
XM_423126	DYSF	Gallus gallus
NM_001130980	DYSF	Homo sapiens
NM_001130981	DYSF	Homo sapiens
NM_001130982	DYSF	Homo sapiens
NM_003494	DYSF	Homo sapiens
NM_001130983	DYSF	Homo sapiens
NM_001130976	DYSF	Homo sapiens
NM_001130979	DYSF	Homo sapiens
NM_001130984	DYSF	Homo sapiens
NM_001130985	DYSF	Homo sapiens
NM_001130977	DYSF	Homo sapiens
NM_001130986	DYSF	Homo sapiens
NM_001130978	DYSF	Homo sapiens
NM_001130987	DYSF	Homo sapiens
NM_001130455	DYSF	Homo sapiens
NM_001133976	DYSF	Pongo abelii
XM_541419	GP6	Canis lupus
XM_513024	GP6	Pan troglodytes
XM_911566	GP6	Mus musculus
NM_001163014	GP6	Mus musculus
XM_145298	GP6	Mus musculus
NM_001083899	GP6	Homo sapiens
NM_016363	GP6	Homo sapiens
NM_013553	HOXC4	Mus musculus
NM_001102373	HOXC4	Bos taurus
XM_235703	HOXC4	Rattus norvegicus
XM_001068679	HOXC4	Rattus norvegicus
NM_001108116	HOXC4	Rattus norvegicus
NM_001109884	HOXC4	Rattus norvegicus
XM_235702	HOXC4	Rattus norvegicus
XM_543625	HOXC4	Canis lupus
XM_851141	HOXC4	Canis lupus
XM_543624	HOXC4	Canis lupus
XM_843415	HOXC4	Canis lupus
XM_851350	HOXC4	Canis lupus
XM_851223	HOXC4	Canis lupus
NM_153633	HOXC4	Homo sapiens
NM_014620	HOXC4	Homo sapiens
XM_844382	HOXC5	Canis lupus
NM_001085822	HOXC5	Xenopus laevis
XM_235703	HOXC5	Rattus norvegicus
XM_001068679	HOXC5	Rattus norvegicus
NM_001108116	HOXC5	Rattus norvegicus
NM_001109884	HOXC5	Rattus norvegicus
XM_235702	HOXC5	Rattus norvegicus
XM_522410	HOXC5	Pan troglodytes
NM_018953	HOXC5	Homo sapiens
NM_175730	HOXC5	Mus musculus
XM_001789882	HOXC5	Bos taurus
NM_017061	LOX	Rattus norvegicus
XM_002284499	LOX	Vitis vinifera
NM_010728	LOX	Mus musculus
NM_207089	LOX	Danio rerio
NM_079868	LOX	Drosophila melanogaster
XM_538599	LOX	Canis lupus
XM_854319	LOX	Canis lupus
NM_001095698	LOX	Xenopus laevis
NM_001079143	LOX	Xenopus (Silurana) tropicalis
NM_002317	LOX	Homo sapiens
NM_205481	LOX	Gallus gallus
XM_001234317	LOX	Gallus gallus
NM_173932	LOX	Bos taurus
NM_001111533	LOX	Zea mays
XM_001089196	LOX	Macaca mulatta
XM_001089079	LOX	Macaca mulatta
XM_001153015	LOX	Pan troglodytes
XM_526992	LOX	Pan troglodytes
NM_199721	DDX39A	Danio rerio
XM_001491028	MADD	Equus caballus
XM_001252418	MADD	Bos taurus
XM_614034	MADD	Bos taurus
XM_001252390	MADD	Bos taurus
XM_867337	MADD	Bos taurus
XM_001252449	MADD	Bos taurus
XM_421109	MADD	Gallus gallus
NM_145527	MADD	Mus musculus
XM_855777	MADD	Canis lupus
XM_845116	MADD	Canis lupus
XM_855751	MADD	Canis lupus
XM_533189	MADD	Canis lupus
XM_855872	MADD	Canis lupus
NM_001079249	MADD	Xenopus (Silurana) tropicalis
NM_053585	MADD	Rattus norvegicus
NM_130476	MADD	Homo sapiens
NM_130475	MADD	Homo sapiens
NM_130474	MADD	Homo sapiens
NM_130473	MADD	Homo sapiens
NM_130472	MADD	Homo sapiens
NM_130470	MADD	Homo sapiens
NM_130471	MADD	Homo sapiens
NM_003682	MADD	Homo sapiens
NM_001135944	MADD	Homo sapiens
NM_001135943	MADD	Homo sapiens
NM_001097758	CA12	Xenopus laevis
XM_865785	CA12	Bos taurus
XM_535507	CA12	Canis lupus
XM_001173893	CA12	Pan troglodytes
XM_001173904	CA12	Pan troglodytes
XM_001173881	CA12	Pan troglodytes
XM_523095	CA12	Pan troglodytes
XM_001173859	CA12	Pan troglodytes
XM_001173869	CA12	Pan troglodytes
XM_001173899	CA12	Pan troglodytes
XM_001173876	CA12	Pan troglodytes
XM_001105224	CA12	Macaca mulatta
XM_001105437	CA12	Macaca mulatta
XM_001105291	CA12	Macaca mulatta
XM_001105156	CA12	Macaca mulatta
NM_001099760	CA12	Equus caballus
XM_413756	CA12	Gallus gallus
NM_001082086	CA12	Oryctolagus cuniculus
NM_206925	CA12	Homo sapiens
NM_001218	CA12	Homo sapiens
NM_001016431	CA12	Xenopus (Silurana) tropicalis
NM_004049	BCL2A1	Homo sapiens
NM_001114735	BCL2A1	Homo sapiens
XM_001109281	BCL2A1	Macaca mulatta
NM_001164511	BCL2A1	Sus scrofa
XM_001928169	BCL2A1	Sus scrofa
XM_545888	BCL2A1	Canis lupus
NM_204866	BCL2A1	Gallus gallus
NM_001037100	BCL2A1	Bos taurus
XM_425663	FGF23	Gallus gallus
XM_001157070	FGF23	Pan troglodytes
XM_001480915	FGF23	Mus musculus
NM_022657	FGF23	Mus musculus
XM_849487	FGF23	Canis lupus
XM_608704	FGF23	Bos taurus
NM_130754	FGF23	Rattus norvegicus
NM_020638	FGF23	Homo sapiens
NM_001009564	FGF23	Danio rerio
XM_843385	FGF20	Canis lupus
XM_001140918	FGF20	Pan troglodytes
NM_030610	FGF20	Mus musculus
XM_426335	FGF20	Gallus gallus
NM_023961	FGF20	Rattus norvegicus
NM_019851	FGF20	Homo sapiens
XM_001094679	FGF20	Macaca mulatta
NM_001143927	FGF20	Xenopus (Silurana) tropicalis
XM_584702	FGF20	Bos taurus
NM_001090297	FGF20	Xenopus laevis
NM_013555	HOXD9	Mus musculus
XM_001234506	HOXD9	Gallus gallus
XM_001063903	HOXD9	Rattus norvegicus
XM_001063848	HOXD9	Rattus norvegicus
XM_001069122	HOXD9	Rattus norvegicus
NM_014213	HOXD9	Homo sapiens
XM_847350	HOXD9	Canis lupus
NM_001113842	GNS	Xenopus (Silurana) tropicalis
XM_001116940	GNS	Macaca mulatta
XM_531660	GNS	Canis lupus
NM_001075562	GNS	Bos taurus
NM_001011989	GNS	Rattus norvegicus
XM_001081063	GNS	Rattus norvegicus
NM_029364	GNS	Mus musculus
NM_001086792	GNS	Xenopus laevis
NM_002076	GNS	Homo sapiens
NM_001159879	GNS	Nasonia vitripennis
XM_416070	GNS	Gallus gallus
XM_001163754	GNS	Pan troglodytes
XM_001163685	GNS	Pan troglodytes
XM_001163650	GNS	Pan troglodytes
XM_522454	GNS	Pan troglodytes
XM_001163714	GNS	Pan troglodytes
NM_022964	LAT2	Mus musculus
NM_020044	LAT2	Mus musculus
XM_844525	LAT2	Canis lupus
NM_173840	LAT2	Rattus norvegicus
NM_032464	LAT2	Homo sapiens
NM_014146	LAT2	Homo sapiens
NM_032463	LAT2	Homo sapiens
XM_002287307	LAT2	Thalassiosira pseudonana
NM_001075183	LAT2	Bos taurus
NM_001007482	LAT2	Gallus gallus
NM_001122951	DARC	Homo sapiens
NM_002036	DARC	Homo sapiens
XM_536127	DARC	Canis lupus
NM_010045	DARC	Mus musculus
NM_001015634	DARC	Bos taurus
XM_001170629	DARC	Pan troglodytes
XM_001170585	DARC	Pan troglodytes
XM_001170608	DARC	Pan troglodytes
XM_001170565	DARC	Pan troglodytes
NM_016328	GTF2IRD1	Homo sapiens
NM_005685	GTF2IRD1	Homo sapiens
XM_519147	GTF2IRD1	Pan troglodytes
XM_001150464	GTF2IRD1	Pan troglodytes
XM_001150393	GTF2IRD1	Pan troglodytes
XM_001150523	GTF2IRD1	Pan troglodytes
XM_001083032	GTF2IRD1	Macaca mulatta
XM_001082778	GTF2IRD1	Macaca mulatta
XM_001082906	GTF2IRD1	Macaca mulatta
XM_851852	GTF2IRD1	Canis lupus
XM_852016	GTF2IRD1	Canis lupus
XM_851934	GTF2IRD1	Canis lupus
XM_851893	GTF2IRD1	Canis lupus
XM_851814	GTF2IRD1	Canis lupus
XM_843725	GTF2IRD1	Canis lupus
XM_851976	GTF2IRD1	Canis lupus
XM_881802	GTF2IRD1	Bos taurus
NM_001088781	GTF2IRD1	Xenopus laevis
NM_001001504	GTF2IRD1	Rattus norvegicus
NM_001081470	GTF2IRD1	Mus musculus
XM_001478282	GTF2IRD1	Mus musculus
NM_001081469	GTF2IRD1	Mus musculus
XM_001478238	GTF2IRD1	Mus musculus
NM_001081468	GTF2IRD1	Mus musculus
NM_001081467	GTF2IRD1	Mus musculus
NM_020331	GTF2IRD1	Mus musculus
NM_001081466	GTF2IRD1	Mus musculus
NM_001081465	GTF2IRD1	Mus musculus
NM_001081464	GTF2IRD1	Mus musculus
NM_001081463	GTF2IRD1	Mus musculus
NM_001081462	GTF2IRD1	Mus musculus
XM_421990	HOXD4	Gallus gallus
XM_001233267	HOXD4	Gallus gallus
NM_001101087	HOXD4	Bos taurus
NM_001105885	HOXD4	Rattus norvegicus
XM_221521	HOXD4	Rattus norvegicus
XM_001064107	HOXD4	Rattus norvegicus
XM_001094862	HOXD4	Macaca mulatta
NM_014621	HOXD4	Homo sapiens
NM_001081569	HOXD4	Pan troglodytes
XM_001153123	HOXD4	Pan troglodytes
NM_010469	HOXD4	Mus musculus
NM_001038195	IQCG	Bos taurus
XM_422733	IQCG	Gallus gallus
XM_844203	IQCG	Canis lupus
XM_853385	IQCG	Canis lupus
XM_545143	IQCG	Canis lupus
XM_853352	IQCG	Canis lupus
NM_178378	IQCG	Mus musculus
NM_001014230	IQCG	Rattus norvegicus
XM_516986	IQCG	Pan troglodytes
XM_001154523	IQCG	Pan troglodytes
NM_032263	IQCG	Homo sapiens
NM_001134435	IQCG	Homo sapiens
XM_001155069	CARTPT	Pan troglodytes
NM_001007820	CARTPT	Bos taurus
NM_004291	CARTPT	Homo sapiens
NM_017110	CARTPT	Rattus norvegicus
NM_001094096	CARTPT	Xenopus laevis
NM_013732	CARTPT	Mus musculus
NM_001081493	CARTPT	Mus musculus
XM_001096906	CARTPT	Macaca mulatta
XM_847679	CARTPT	Canis lupus
XM_846955	KDSR	Canis lupus
XM_001146068	KDSR	Pan troglodytes
XM_001146230	KDSR	Pan troglodytes
XM_001146146	KDSR	Pan troglodytes
NM_001091235	KDSR	Xenopus laevis
XM_001089855	KDSR	Macaca mulatta
NM_002035	KDSR	Homo sapiens
NM_001045919	KDSR	Bos taurus
NM_001079254	KDSR	Xenopus (Silurana) tropicalis
NM_027534	KDSR	Mus musculus
NM_201139	KDSR	Danio rerio
XM_001345641	KDSR	Danio rerio
NM_001108342	KDSR	Rattus norvegicus
XM_001064145	KDSR	Rattus norvegicus
XM_341106	KDSR	Rattus norvegicus
XM_535768	KALRN	Canis lupus
NM_003947	KALRN	Homo sapiens
NM_001024660	KALRN	Homo sapiens
NM_007064	KALRN	Homo sapiens
XM_001234054	KALRN	Gallus gallus
NM_001016029	KALRN	Xenopus (Silurana) tropicalis
XM_516703	KALRN	Pan troglodytes
XM_001790250	KALRN	Bos taurus
NM_001127790	KALRN	Xenopus laevis
XM_894473	KALRN	Mus musculus
XM_001481029	KALRN	Mus musculus
XM_001481028	KALRN	Mus musculus
XM_001001845	KALRN	Mus musculus
NM_001164268	KALRN	Mus musculus
XM_001001454	KALRN	Mus musculus
NM_032062	KALRN	Rattus norvegicus
XM_001916742	KALRN	Equus caballus
XM_001153433	MYL6	Pan troglodytes
XM_851657	MYL6	Canis lupus
XM_843490	MYL6	Canis lupus
XM_851699	MYL6	Canis lupus
XM_531631	MYL6	Canis lupus
XM_547694	MYL6	Canis lupus
NM_001094104	MYL6	Xenopus laevis
XM_001057245	MYL6	Rattus norvegicus
NM_001109486	MYL6	Rattus norvegicus
XM_228900	MYL6	Rattus norvegicus
XM_343144	MYL6	Rattus norvegicus
NM_001109484	MYL6	Rattus norvegicus
XM_001070810	MYL6	Rattus norvegicus
XM_001065562	MYL6	Rattus norvegicus
XM_001053789	MYL6	Rattus norvegicus
NM_001100983	MYL6	Rattus norvegicus
XM_001065619	MYL6	Rattus norvegicus
XM_001070858	MYL6	Rattus norvegicus
NM_175780	MYL6	Bos taurus
NM_001163997	MYL6	Sus scrofa
XM_001929179	MYL6	Sus scrofa
NM_001132731	MYL6	Pongo abelii
NM_021019	MYL6	Homo sapiens
NM_079423	MYL6	Homo sapiens
NM_203806	MYL6	Xenopus (Silurana) tropicalis
XM_620708	MYL6	Mus musculus
NM_010860	MYL6	Mus musculus
XM_913611	MYL6	Mus musculus
XM_993473	MYL6	Mus musculus
XM_001476215	MYL6	Mus musculus
NM_001100194	IFIH1	Sus scrofa
XM_422031	IFIH1	Gallus gallus
XM_001236207	IFIH1	Gallus gallus
XM_615590	IFIH1	Bos taurus
XM_575141	IFIH1	Rattus norvegicus
NM_001109199	IFIH1	Rattus norvegicus
XM_001055482	IFIH1	Rattus norvegicus
NM_001164477	IFIH1	Mus musculus
NM_027835	IFIH1	Mus musculus
NM_001047123	IFIH1	Macaca mulatta
XM_001097292	IFIH1	Macaca mulatta
XM_545493	IFIH1	Canis lupus
NM_022168	IFIH1	Homo sapiens
NM_022634	LST1	Rattus norvegicus
NM_001166538	LST1	Homo sapiens
NM_007161	LST1	Homo sapiens
NM_205840	LST1	Homo sapiens
NM_205838	LST1	Homo sapiens
NM_205839	LST1	Homo sapiens
NM_205837	LST1	Homo sapiens
NM_010734	LST1	Mus musculus
NM_001114962	LST1	Macaca mulatta
XM_539934	LMBR1	Canis lupus
XM_342608	LMBR1	Rattus norvegicus
XM_001054970	LMBR1	Rattus norvegicus
NM_204172	LMBR1	Gallus gallus
XM_001496927	LMBR1	Equus caballus
XM_001148120	LMBR1	Pan troglodytes
NM_001011160	LMBR1	Xenopus (Silurana) tropicalis
NM_001075786	LMBR1	Bos taurus
XM_001790076	LMBR1	Bos taurus
NM_020295	LMBR1	Mus musculus
NM_022458	LMBR1	Homo sapiens
XM_001144828	MYL2	Pan troglodytes
XM_509371	MYL2	Pan troglodytes
NM_001003069	MYL2	Canis lupus
NM_000432	MYL2	Homo sapiens
NM_001141954	MYL2	Ovis aries
XM_415166	MYL2	Gallus gallus
NM_001114245	MYL2	Xenopus (Silurana) tropicalis
NM_001035025	MYL2	Bos taurus
NM_010861	MYL2	Mus musculus
NM_001035252	MYL2	Rattus norvegicus
NM_001017871	MYL2	Danio rerio
NM_001040045	MYL2	Danio rerio
XM_001339147	MYL2	Danio rerio
XM_001100796	MYL2	Macaca mulatta
NM_001093839	MYL2	Xenopus laevis
NM_012606	MYL3	Rattus norvegicus
NM_001134025	MYL3	Pongo abelii
NM_010859	MYL3	Mus musculus
NM_205159	MYL3	Gallus gallus
NM_001076501	MYL3	Bos taurus
XM_001790500	MYL3	Bos taurus
NM_000258	MYL3	Homo sapiens
NM_203681	MYL3	Xenopus (Silurana) tropicalis
XM_533849	MYL3	Canis lupus
XM_859313	MYL3	Canis lupus
XM_859271	MYL3	Canis lupus
XM_859249	MYL3	Canis lupus
NM_053765	GNE	Rattus norvegicus
NM_001031432	GNE	Gallus gallus
NM_001079260	GNE	Xenopus (Silurana) tropicalis
NM_001128227	GNE	Homo sapiens
NM_005476	GNE	Homo sapiens
XM_520577	GNE	Pan troglodytes
XM_001168580	GNE	Pan troglodytes
NM_015828	GNE	Mus musculus
NM_001131109	GNE	Pongo abelii
NM_001167630	GNE	Sus scrofa
NM_200883	GNE	Danio rerio
XM_001082113	GNE	Macaca mulatta
XM_001250216	GNE	Bos taurus
XM_538729	GNE	Canis lupus
XM_418346	C8orf37	Gallus gallus
NM_177965	C8orf37	Homo sapiens
XM_001475611	CLU	Mus musculus
NM_013492	CLU	Mus musculus
NM_001004936	CLU	Xenopus (Silurana) tropicalis
NM_204900	CLU	Gallus gallus
NM_001087306	CLU	Xenopus laevis
NM_001081944	CLU	Equus caballus
XM_001164607	CLU	Pan troglodytes
XM_001164413	CLU	Pan troglodytes
XM_001164305	CLU	Pan troglodytes
XM_001164274	CLU	Pan troglodytes
XM_001164647	CLU	Pan troglodytes
XM_001164530	CLU	Pan troglodytes
XM_001164036	CLU	Pan troglodytes
XM_001164568	CLU	Pan troglodytes
XM_001164378	CLU	Pan troglodytes
XM_519677	CLU	Pan troglodytes
XM_001164341	CLU	Pan troglodytes
XM_001164491	CLU	Pan troglodytes
XM_001164195	CLU	Pan troglodytes
XM_001164234	CLU	Pan troglodytes
XM_001164451	CLU	Pan troglodytes
NM_173902	CLU	Bos taurus
NM_213971	CLU	Sus scrofa
NM_001003370	CLU	Canis lupus
NM_200802	CLU	Danio rerio
NM_001082049	CLU	Oryctolagus cuniculus
XM_001053033	CLU	Rattus norvegicus
XM_001053032	CLU	Rattus norvegicus
NM_053021	CLU	Rattus norvegicus
XM_001109522	CLU	Macaca mulatta
NM_001171138	CLU	Homo sapiens
NM_001831	CLU	Homo sapiens
NM_203339	CLU	Homo sapiens
NM_001103032	GIPC3	Xenopus (Silurana) tropicalis
XM_001135295	GIPC3	Pan troglodytes
XM_542175	GIPC3	Canis lupus
NM_001109282	GIPC3	Rattus norvegicus
XM_001075721	GIPC3	Rattus norvegicus
XM_576176	GIPC3	Rattus norvegicus
XM_870596	GIPC3	Bos taurus
NM_133261	GIPC3	Homo sapiens
NM_148951	GIPC3	Mus musculus
NM_001007965	ENSA	Gallus gallus
NM_213680	ENSA	Xenopus (Silurana) tropicalis
XM_001169422	ENSA	Pan troglodytes
XM_001169511	ENSA	Pan troglodytes
XM_513777	ENSA	Pan troglodytes
XM_001169553	ENSA	Pan troglodytes
XM_001169570	ENSA	Pan troglodytes
XM_001169535	ENSA	Pan troglodytes
XM_001169463	ENSA	Pan troglodytes
XM_001169440	ENSA	Pan troglodytes
XM_001169589	ENSA	Pan troglodytes
XM_001169491	ENSA	Pan troglodytes
NM_004436	ENSA	Homo sapiens
NM_207047	ENSA	Homo sapiens
NM_207045	ENSA	Homo sapiens
NM_207046	ENSA	Homo sapiens
NM_207043	ENSA	Homo sapiens
NM_207044	ENSA	Homo sapiens
NM_207042	ENSA	Homo sapiens
NM_207168	ENSA	Homo sapiens
NM_001045184	ENSA	Danio rerio
XM_855927	ENSA	Canis lupus
XM_855982	ENSA	Canis lupus
XM_855954	ENSA	Canis lupus
XM_845115	ENSA	Canis lupus
XM_855901	ENSA	Canis lupus
XM_533046	ENSA	Canis lupus
XM_856009	ENSA	Canis lupus
NM_021842	ENSA	Rattus norvegicus
NM_001033974	ENSA	Rattus norvegicus
NM_001141885	ENSA	Salmo salar
NM_001090217	ENSA	Xenopus laevis
NM_174050	ENSA	Bos taurus
XM_356928	ENSA	Mus musculus
XM_919837	ENSA	Mus musculus
XM_001472558	ENSA	Mus musculus
NM_019561	ENSA	Mus musculus
NM_001026212	ENSA	Mus musculus
XM_001478718	ENSA	Mus musculus
NM_214174	ENSA	Sus scrofa
NM_004942	DEFB4A	Homo sapiens
NM_001113715	DEFB4A	Canis lupus
NM_001009076	DEFB4A	Pan troglodytes
NM_174775	DEFB4A	Bos taurus
NM_001032827	DEFB4A	Macaca mulatta
NM_001096892	ATP6V1B1	Xenopus laevis
XM_001489315	ATP6V1B1	Equus caballus
NM_176654	ATP6V1B1	Bos taurus
XM_531858	ATP6V1B1	Canis lupus
NM_001107867	ATP6V1B1	Rattus norvegicus
XM_232119	ATP6V1B1	Rattus norvegicus
XM_001073086	ATP6V1B1	Rattus norvegicus
XM_001144921	ATP6V1B1	Pan troglodytes
XM_525782	ATP6V1B1	Pan troglodytes
XM_001144995	ATP6V1B1	Pan troglodytes
XM_001145161	ATP6V1B1	Pan troglodytes
NM_001114262	ATP6V1B1	Xenopus (Silurana) tropicalis
NM_001692	ATP6V1B1	Homo sapiens
NM_134157	ATP6V1B1	Mus musculus
NM_131585	FTH1	Danio rerio
NM_001132636	FTH1	Pongo abelii
XM_001914641	FTH1	Equus caballus
XM_001495020	FTH1	Equus caballus
NM_001100413	FTH1	Equus caballus
NM_203677	FTH1	Xenopus (Silurana) tropicalis
XM_001382996	FTH1	Pichia stipitis
NM_001003080	FTH1	Canis lupus
NM_010239	FTH1	Mus musculus
NM_001009786	FTH1	Ovis aries
NM_001090588	FTH1	Xenopus laevis
NM_012848	FTH1	Rattus norvegicus
NM_002032	FTH1	Homo sapiens
NM_205086	FTH1	Gallus gallus
NM_001048151	FTH1	Felis catus
NM_213975	FTH1	Sus scrofa
XM_001234396	HOXA1	Gallus gallus
XM_519009	HOXA1	Pan troglodytes
XM_618076	HOXA1	Bos taurus
NM_001085719	HOXA1	Xenopus laevis
NM_153620	HOXA1	Homo sapiens
NM_005522	HOXA1	Homo sapiens
NM_001169063	HOXA1	Papio anubis
NM_010449	HOXA1	Mus musculus
XM_539484	HOXA1	Canis lupus
XM_859434	HOXA1	Canis lupus
XM_859416	HOXA1	Canis lupus
NM_001008016	HOXA1	Xenopus (Silurana) tropicalis
NM_013075	HOXA1	Rattus norvegicus
NM_172370	DAOA	Homo sapiens
NM_001161812	DAOA	Homo sapiens
NM_001161814	DAOA	Homo sapiens
NM_001032491	HOXA2	Ciona intestinalis
XM_846812	HOXA2	Canis lupus
